Name,Number of Sockets,Cores,Mark,Thread Mark,TDP (W),Category,Prices,Release Date,Release Price,Power Perf.,Value,Thread Value
[Dual CPU] Intel Xeon Gold 5416S,2,16,63239.0,3315.0,150.0,Server,"[(Timestamp('2023-01-01 00:00:00'), 944.0)]",2023-01-01,944.0,421.5933333333333,66.99046610169492,3.5116525423728815
[Dual CPU] Intel Xeon E5-2687W v4 @ 3.00GHz,2,12,28903.0,2075.0,160.0,Server,"[(Timestamp('2017-05-17 00:00:00'), 2412.71), (Timestamp('2017-05-19 00:00:00'), 2337.0), (Timestamp('2017-05-22 00:00:00'), 2448.99), (Timestamp('2017-05-29 00:00:00'), 2337.0), (Timestamp('2017-05-30 00:00:00'), 2448.99), (Timestamp('2017-05-31 00:00:00'), 2337.0), (Timestamp('2017-06-05 00:00:00'), 2448.99), (Timestamp('2017-06-06 00:00:00'), 2337.0), (Timestamp('2017-06-07 00:00:00'), 2448.99), (Timestamp('2017-06-08 00:00:00'), 2337.0), (Timestamp('2017-06-09 00:00:00'), 2448.99), (Timestamp('2017-06-10 00:00:00'), 2337.0), (Timestamp('2017-10-24 00:00:00'), 2211.95), (Timestamp('2018-04-12 00:00:00'), 2307.31), (Timestamp('2019-03-01 00:00:00'), 2196.99), (Timestamp('2019-05-17 00:00:00'), 2174.99), (Timestamp('2021-05-13 00:00:00'), 2124.95), (Timestamp('2021-05-14 00:00:00'), 1122.14), (Timestamp('2021-08-12 00:00:00'), 1119.95), (Timestamp('2021-08-13 00:00:00'), 1118.19), (Timestamp('2021-08-15 00:00:00'), 1114.95), (Timestamp('2021-08-16 00:00:00'), 1118.19), (Timestamp('2021-08-19 00:00:00'), 1118.19), (Timestamp('2021-09-01 00:00:00'), 1114.95), (Timestamp('2021-09-02 00:00:00'), 1118.19), (Timestamp('2021-09-08 00:00:00'), 1114.95), (Timestamp('2021-09-13 00:00:00'), 1118.19), (Timestamp('2021-09-16 00:00:00'), 1114.95), (Timestamp('2021-09-18 00:00:00'), 1118.19), (Timestamp('2021-09-24 00:00:00'), 2114.95), (Timestamp('2021-09-25 00:00:00'), 1118.19), (Timestamp('2021-10-01 00:00:00'), 2114.95), (Timestamp('2021-10-03 00:00:00'), 1118.19), (Timestamp('2021-10-05 00:00:00'), 2114.95), (Timestamp('2021-10-06 00:00:00'), 1118.19), (Timestamp('2021-10-12 00:00:00'), 2114.95), (Timestamp('2021-10-13 00:00:00'), 1118.19), (Timestamp('2021-10-21 00:00:00'), 2114.95), (Timestamp('2021-10-22 00:00:00'), 2100.0), (Timestamp('2021-10-31 00:00:00'), 2114.95), (Timestamp('2021-11-01 00:00:00'), 2100.0), (Timestamp('2021-11-05 00:00:00'), 1999.95), (Timestamp('2021-11-06 00:00:00'), 2100.0), (Timestamp('2021-11-07 00:00:00'), 1999.95), (Timestamp('2021-11-08 00:00:00'), 2100.0), (Timestamp('2021-11-13 00:00:00'), 1999.95), (Timestamp('2021-11-14 00:00:00'), 2100.0), (Timestamp('2021-12-01 00:00:00'), 1999.95), (Timestamp('2021-12-02 00:00:00'), 2100.0), (Timestamp('2022-02-05 00:00:00'), 1994.45), (Timestamp('2022-02-06 00:00:00'), 2100.0), (Timestamp('2022-03-09 00:00:00'), 975.1), (Timestamp('2022-04-29 00:00:00'), 1494.45), (Timestamp('2022-04-30 00:00:00'), 975.1), (Timestamp('2022-06-10 00:00:00'), 1494.45), (Timestamp('2022-06-11 00:00:00'), 975.1), (Timestamp('2022-07-02 00:00:00'), 1494.45), (Timestamp('2022-07-04 00:00:00'), 975.1), (Timestamp('2022-07-26 00:00:00'), 1494.45), (Timestamp('2022-07-27 00:00:00'), 975.1), (Timestamp('2022-08-06 00:00:00'), 1494.45), (Timestamp('2022-08-07 00:00:00'), 975.1), (Timestamp('2022-08-11 00:00:00'), 1494.45), (Timestamp('2022-08-13 00:00:00'), 975.1), (Timestamp('2022-08-14 00:00:00'), 1494.45), (Timestamp('2022-08-15 00:00:00'), 975.1), (Timestamp('2022-08-16 00:00:00'), 1494.45), (Timestamp('2022-08-17 00:00:00'), 975.1), (Timestamp('2022-08-18 00:00:00'), 1494.45), (Timestamp('2022-08-20 00:00:00'), 975.1), (Timestamp('2022-08-21 00:00:00'), 1494.45), (Timestamp('2022-08-23 00:00:00'), 975.1), (Timestamp('2022-08-29 00:00:00'), 1494.45), (Timestamp('2022-09-10 00:00:00'), 975.1), (Timestamp('2022-09-16 00:00:00'), 1494.45), (Timestamp('2022-09-18 00:00:00'), 975.1), (Timestamp('2023-03-08 00:00:00'), 417.45), (Timestamp('2023-03-17 00:00:00'), 975.1), (Timestamp('2023-03-19 00:00:00'), 417.45), (Timestamp('2023-03-27 00:00:00'), 975.1), (Timestamp('2023-03-29 00:00:00'), 417.45), (Timestamp('2023-04-01 00:00:00'), 945.45), (Timestamp('2023-04-04 00:00:00'), 975.1), (Timestamp('2023-04-07 00:00:00'), 417.45), (Timestamp('2023-04-08 00:00:00'), 944.1), (Timestamp('2023-04-11 00:00:00'), 945.45), (Timestamp('2023-04-12 00:00:00'), 944.1), (Timestamp('2023-04-19 00:00:00'), 941.45), (Timestamp('2023-04-21 00:00:00'), 944.1), (Timestamp('2023-04-22 00:00:00'), 941.45), (Timestamp('2023-04-23 00:00:00'), 940.1)]",2017-05-17,2412.71,180.64375,11.97947536173017,0.8600287643355397
Intel Xeon Gold 5420+,1,28,57593.0,3418.0,205.0,Server,"[(Timestamp('2023-01-01 00:00:00'), 1848.0)]",2023-01-01,1848.0,280.94146341463414,31.16504329004329,1.8495670995670996
AMD EPYC 7452,1,32,41871.0,1689.0,155.0,Server,"[(Timestamp('2020-02-05 00:00:00'), 2196.99), (Timestamp('2020-05-03 00:00:00'), 2198.99), (Timestamp('2020-07-16 00:00:00'), 2287.99), (Timestamp('2020-07-26 00:00:00'), 2244.99), (Timestamp('2020-11-22 00:00:00'), 2288.99), (Timestamp('2021-01-23 00:00:00'), 2300.99), (Timestamp('2021-08-17 00:00:00'), 3999.99), (Timestamp('2021-12-16 00:00:00'), 3979.0), (Timestamp('2022-03-31 00:00:00'), 2723.77), (Timestamp('2022-04-01 00:00:00'), 2231.22), (Timestamp('2022-04-02 00:00:00'), 2233.22), (Timestamp('2022-04-07 00:00:00'), 2723.77), (Timestamp('2022-04-08 00:00:00'), 2629.0), (Timestamp('2022-04-09 00:00:00'), 2209.99), (Timestamp('2022-04-29 00:00:00'), 2209.97), (Timestamp('2022-05-09 00:00:00'), 2299.99), (Timestamp('2022-05-10 00:00:00'), 2209.97), (Timestamp('2022-05-11 00:00:00'), 2299.99), (Timestamp('2022-05-13 00:00:00'), 2209.97), (Timestamp('2022-05-24 00:00:00'), 2299.99), (Timestamp('2022-05-31 00:00:00'), 2723.77), (Timestamp('2022-06-13 00:00:00'), 2209.97), (Timestamp('2022-06-25 00:00:00'), 2309.95), (Timestamp('2022-06-30 00:00:00'), 2723.77), (Timestamp('2022-07-01 00:00:00'), 2309.95), (Timestamp('2022-07-02 00:00:00'), 2209.97), (Timestamp('2022-07-06 00:00:00'), 2299.99), (Timestamp('2022-07-07 00:00:00'), 2209.97), (Timestamp('2022-07-08 00:00:00'), 2723.77), (Timestamp('2022-07-12 00:00:00'), 2374.99), (Timestamp('2022-07-13 00:00:00'), 2299.95), (Timestamp('2022-07-16 00:00:00'), 2209.97), (Timestamp('2022-07-17 00:00:00'), 2723.77), (Timestamp('2022-07-20 00:00:00'), 2209.97), (Timestamp('2022-07-27 00:00:00'), 2309.95), (Timestamp('2022-07-31 00:00:00'), 2398.99), (Timestamp('2022-08-02 00:00:00'), 2208.99), (Timestamp('2022-08-09 00:00:00'), 2411.99), (Timestamp('2022-08-10 00:00:00'), 2723.77), (Timestamp('2022-08-11 00:00:00'), 2208.98), (Timestamp('2022-08-13 00:00:00'), 2208.97), (Timestamp('2022-08-16 00:00:00'), 2309.95), (Timestamp('2022-08-19 00:00:00'), 2723.77), (Timestamp('2022-08-22 00:00:00'), 2309.95), (Timestamp('2022-08-23 00:00:00'), 2723.77), (Timestamp('2022-08-28 00:00:00'), 2309.95), (Timestamp('2022-09-10 00:00:00'), 2309.93), (Timestamp('2022-09-16 00:00:00'), 2309.95), (Timestamp('2022-09-24 00:00:00'), 2723.77), (Timestamp('2022-09-25 00:00:00'), 2309.95), (Timestamp('2022-09-28 00:00:00'), 2723.77), (Timestamp('2022-10-02 00:00:00'), 2309.95), (Timestamp('2022-10-03 00:00:00'), 2723.77), (Timestamp('2022-10-05 00:00:00'), 2309.95), (Timestamp('2022-10-06 00:00:00'), 2723.77), (Timestamp('2022-10-10 00:00:00'), 2309.95), (Timestamp('2022-10-12 00:00:00'), 2723.77), (Timestamp('2022-10-13 00:00:00'), 2309.95), (Timestamp('2022-10-17 00:00:00'), 2723.77), (Timestamp('2022-11-18 00:00:00'), 2307.99), (Timestamp('2022-11-22 00:00:00'), 2723.77), (Timestamp('2022-12-15 00:00:00'), 2308.0), (Timestamp('2023-02-19 00:00:00'), 2307.99), (Timestamp('2023-03-17 00:00:00'), 2307.84), (Timestamp('2023-03-18 00:00:00'), 2307.83), (Timestamp('2023-03-25 00:00:00'), 2307.84), (Timestamp('2023-03-28 00:00:00'), 2303.99), (Timestamp('2023-04-11 00:00:00'), 2303.45), (Timestamp('2023-04-14 00:00:00'), 2301.75), (Timestamp('2023-04-17 00:00:00'), 1831.44), (Timestamp('2023-04-18 00:00:00'), 2300.36), (Timestamp('2023-04-24 00:00:00'), 2298.45)]",2020-02-05,2196.99,270.13548387096773,19.058348012508024,0.7687791023172614
Intel Xeon Gold 6312U @ 2.40GHz,1,24,43710.0,2300.0,185.0,Server,"[(Timestamp('2021-04-01 00:00:00'), 1450.0), (Timestamp('2022-02-25 00:00:00'), 1761.49), (Timestamp('2022-02-28 00:00:00'), 1734.03), (Timestamp('2022-03-24 00:00:00'), 1896.62), (Timestamp('2022-03-28 00:00:00'), 1736.62), (Timestamp('2022-05-08 00:00:00'), 1868.05), (Timestamp('2022-06-29 00:00:00'), 1809.59)]",2021-04-01,1450.0,236.27027027027026,30.144827586206898,1.5862068965517242
Intel Core2 Extreme X9775 @ 3.20GHz,1,4,2780.0,1451.0,150.0,Desktop,"[(Timestamp('2017-10-08 00:00:00'), 1805.95)]",,,18.533333333333335,1.5393560176084609,0.8034552451618262
AMD EPYC 7453,1,28,50209.0,2581.0,225.0,Server,"[(Timestamp('2021-12-30 00:00:00'), 1799.0), (Timestamp('2023-04-24 00:00:00'), 1801.28)]",2021-12-30,1799.0,223.1511111111111,27.909394107837688,1.434685936631462
[Dual CPU] Intel Xeon Gold 5218 @ 2.30GHz,2,16,35173.0,2100.0,125.0,Server,"[(Timestamp('2019-04-01 00:00:00'), 1280.0), (Timestamp('2023-03-08 00:00:00'), 1558.83), (Timestamp('2023-04-05 00:00:00'), 897.0), (Timestamp('2023-04-17 00:00:00'), 1181.25), (Timestamp('2023-04-22 00:00:00'), 1558.83)]",2019-04-01,1280.0,281.384,27.47890625,1.640625
[Dual CPU] Intel Xeon Gold 5218R @ 2.10GHz,2,20,41346.0,2189.0,125.0,Server,"[(Timestamp('2020-01-01 00:00:00'), 1273.0), (Timestamp('2021-06-17 00:00:00'), 1186.32), (Timestamp('2021-06-18 00:00:00'), 1126.67), (Timestamp('2021-07-18 00:00:00'), 1120.36), (Timestamp('2021-07-23 00:00:00'), 1126.67), (Timestamp('2021-07-25 00:00:00'), 1120.36), (Timestamp('2021-07-28 00:00:00'), 1119.4), (Timestamp('2021-07-29 00:00:00'), 1120.36), (Timestamp('2021-08-18 00:00:00'), 1127.1), (Timestamp('2021-08-23 00:00:00'), 1120.36), (Timestamp('2021-09-12 00:00:00'), 1112.98), (Timestamp('2021-09-24 00:00:00'), 1309.0), (Timestamp('2021-09-25 00:00:00'), 1112.98), (Timestamp('2021-11-25 00:00:00'), 1309.0), (Timestamp('2022-01-27 00:00:00'), 1464.46), (Timestamp('2022-01-29 00:00:00'), 1463.64), (Timestamp('2022-02-04 00:00:00'), 1464.19), (Timestamp('2022-03-17 00:00:00'), 1464.46), (Timestamp('2022-04-01 00:00:00'), 1551.43), (Timestamp('2022-06-25 00:00:00'), 2999.06), (Timestamp('2022-07-14 00:00:00'), 1377.28), (Timestamp('2023-04-22 00:00:00'), 890.0)]",2020-01-01,1273.0,330.768,32.47918303220738,1.7195600942655145
Intel Xeon D-2183IT @ 2.20GHz,1,16,18385.0,1728.0,100.0,Server,"[(Timestamp('2018-01-01 00:00:00'), 1764.0)]",2018-01-01,1764.0,183.85,10.42233560090703,0.9795918367346939
[Dual CPU] AMD EPYC 7601,2,32,54613.0,1807.0,180.0,Server,"[(Timestamp('2018-02-08 00:00:00'), 4499.99), (Timestamp('2018-06-06 00:00:00'), 4571.65), (Timestamp('2018-06-25 00:00:00'), 4597.39), (Timestamp('2018-08-13 00:00:00'), 4614.85), (Timestamp('2018-08-14 00:00:00'), 4597.39), (Timestamp('2018-08-20 00:00:00'), 4589.99), (Timestamp('2018-08-24 00:00:00'), 4555.84), (Timestamp('2018-08-27 00:00:00'), 4464.89), (Timestamp('2018-09-05 00:00:00'), 4555.99), (Timestamp('2018-09-09 00:00:00'), 4555.84), (Timestamp('2018-09-13 00:00:00'), 4589.99), (Timestamp('2018-09-17 00:00:00'), 4597.39), (Timestamp('2018-09-22 00:00:00'), 4599.99), (Timestamp('2018-09-27 00:00:00'), 4619.99), (Timestamp('2018-10-01 00:00:00'), 4597.39), (Timestamp('2018-10-21 00:00:00'), 4581.97), (Timestamp('2018-10-27 00:00:00'), 4597.39), (Timestamp('2018-12-21 00:00:00'), 4619.99), (Timestamp('2018-12-22 00:00:00'), 4597.39), (Timestamp('2018-12-23 00:00:00'), 4557.62), (Timestamp('2019-01-07 00:00:00'), 4597.39), (Timestamp('2019-01-08 00:00:00'), 4557.62), (Timestamp('2019-01-27 00:00:00'), 4597.39), (Timestamp('2019-03-01 00:00:00'), 4620.99), (Timestamp('2019-03-07 00:00:00'), 4420.99), (Timestamp('2019-03-15 00:00:00'), 4463.99), (Timestamp('2019-04-03 00:00:00'), 4607.41), (Timestamp('2019-04-04 00:00:00'), 4420.99), (Timestamp('2019-05-06 00:00:00'), 4606.82), (Timestamp('2019-05-17 00:00:00'), 4599.99), (Timestamp('2019-05-26 00:00:00'), 4606.82), (Timestamp('2019-06-03 00:00:00'), 4606.99), (Timestamp('2019-06-11 00:00:00'), 4609.99), (Timestamp('2022-03-06 00:00:00'), 899.99), (Timestamp('2022-03-31 00:00:00'), 899.94), (Timestamp('2022-04-29 00:00:00'), 899.95), (Timestamp('2022-06-25 00:00:00'), 899.93), (Timestamp('2022-07-07 00:00:00'), 899.95), (Timestamp('2022-07-08 00:00:00'), 899.94), (Timestamp('2022-08-18 00:00:00'), 899.92), (Timestamp('2022-09-11 00:00:00'), 825.99), (Timestamp('2022-09-16 00:00:00'), 825.97), (Timestamp('2022-09-20 00:00:00'), 875.94), (Timestamp('2022-09-21 00:00:00'), 875.95), (Timestamp('2022-09-22 00:00:00'), 825.97), (Timestamp('2022-09-25 00:00:00'), 875.92), (Timestamp('2022-10-27 00:00:00'), 875.91), (Timestamp('2022-11-19 00:00:00'), 875.95), (Timestamp('2022-12-07 00:00:00'), 875.92), (Timestamp('2022-12-24 00:00:00'), 875.87), (Timestamp('2023-01-29 00:00:00'), 875.86), (Timestamp('2023-01-30 00:00:00'), 875.87), (Timestamp('2023-03-11 00:00:00'), 875.86), (Timestamp('2023-03-21 00:00:00'), 875.87), (Timestamp('2023-03-29 00:00:00'), 885.95), (Timestamp('2023-04-14 00:00:00'), 883.16), (Timestamp('2023-04-17 00:00:00'), 881.77)]",2018-02-08,4499.99,303.40555555555557,12.136249191664872,0.4015564479032176
Intel Xeon Platinum 8160 @ 2.10GHz,1,24,26485.0,1984.0,150.0,Server,"[(Timestamp('2017-09-18 00:00:00'), 4708.0), (Timestamp('2019-03-03 00:00:00'), 5046.03), (Timestamp('2019-03-12 00:00:00'), 5096.55), (Timestamp('2019-03-17 00:00:00'), 5147.58), (Timestamp('2019-03-24 00:00:00'), 5147.99), (Timestamp('2021-11-05 00:00:00'), 979.99), (Timestamp('2022-08-27 00:00:00'), 2860.0), (Timestamp('2023-04-13 00:00:00'), 1749.45)]",2017-09-18,4708.0,176.56666666666666,5.625531011045029,0.421410365335599
Intel Xeon Gold 5120T @ 2.20GHz,1,14,18127.0,1849.0,105.0,Server,"[(Timestamp('2017-07-01 00:00:00'), 1727.0)]",2017-07-01,1727.0,172.63809523809525,10.496236247828605,1.0706427330631152
AMD EPYC 7343,1,16,45908.0,2756.0,190.0,Server,"[(Timestamp('2021-01-12 00:00:00'), 1565.0), (Timestamp('2022-03-02 00:00:00'), 1699.99)]",2021-01-12,1565.0,241.62105263157895,29.334185303514378,1.7610223642172524
AMD EPYC 7502P,1,32,49748.0,1955.0,180.0,Server,"[(Timestamp('2019-08-07 00:00:00'), 2300.0), (Timestamp('2020-02-09 00:00:00'), 2493.99), (Timestamp('2020-07-26 00:00:00'), 2534.99), (Timestamp('2022-05-25 00:00:00'), 1613.64), (Timestamp('2022-06-09 00:00:00'), 1566.98), (Timestamp('2022-06-19 00:00:00'), 1565.0), (Timestamp('2022-06-25 00:00:00'), 1564.99), (Timestamp('2022-07-06 00:00:00'), 1613.64), (Timestamp('2022-07-16 00:00:00'), 1364.0), (Timestamp('2022-07-21 00:00:00'), 1363.96), (Timestamp('2022-07-22 00:00:00'), 1363.94), (Timestamp('2022-07-26 00:00:00'), 1613.64), (Timestamp('2022-07-27 00:00:00'), 1363.94), (Timestamp('2022-07-31 00:00:00'), 1613.64), (Timestamp('2022-12-06 00:00:00'), 1699.96), (Timestamp('2023-02-25 00:00:00'), 3527.14), (Timestamp('2023-02-28 00:00:00'), 1699.96), (Timestamp('2023-03-19 00:00:00'), 1699.87), (Timestamp('2023-03-20 00:00:00'), 1699.96), (Timestamp('2023-03-21 00:00:00'), 1699.87), (Timestamp('2023-03-24 00:00:00'), 1699.96), (Timestamp('2023-03-25 00:00:00'), 1699.87), (Timestamp('2023-03-28 00:00:00'), 1699.96), (Timestamp('2023-04-19 00:00:00'), 1699.95), (Timestamp('2023-04-21 00:00:00'), 1699.96), (Timestamp('2023-04-22 00:00:00'), 1699.95), (Timestamp('2023-04-24 00:00:00'), 1699.96)]",2019-08-07,2300.0,276.3777777777778,21.629565217391303,0.85
Intel Xeon Gold 6154 @ 3.00GHz,1,18,29488.0,2257.0,200.0,Server,"[(Timestamp('2017-11-16 00:00:00'), 3543.0), (Timestamp('2021-11-06 00:00:00'), 3053.7), (Timestamp('2021-12-22 00:00:00'), 2403.7), (Timestamp('2022-01-15 00:00:00'), 4485.0), (Timestamp('2023-04-21 00:00:00'), 1699.07)]",2017-11-16,3543.0,147.44,8.322890206040078,0.6370307648885125
Intel Xeon Gold 5318Y @ 2.10GHz,1,24,31695.0,2136.0,165.0,Server,"[(Timestamp('2021-04-01 00:00:00'), 1361.0), (Timestamp('2023-04-23 00:00:00'), 1698.67)]",2021-04-01,1361.0,192.0909090909091,23.288023512123438,1.5694342395297576
AMD EPYC 7443P,1,24,57685.0,2954.0,200.0,Server,"[(Timestamp('2021-01-12 00:00:00'), 1337.0), (Timestamp('2022-02-02 00:00:00'), 1499.0), (Timestamp('2022-04-24 00:00:00'), 1499.99), (Timestamp('2022-08-28 00:00:00'), 1683.99)]",2021-01-12,1337.0,288.425,43.145100972326105,2.2094240837696337
Intel Xeon W-2295 @ 3.00GHz,1,18,30689.0,2622.0,165.0,Server,"[(Timestamp('2019-10-01 00:00:00'), 1333.0), (Timestamp('2022-02-22 00:00:00'), 1504.63), (Timestamp('2022-06-09 00:00:00'), 1534.18), (Timestamp('2022-06-17 00:00:00'), 1591.34), (Timestamp('2022-07-20 00:00:00'), 1595.99), (Timestamp('2023-04-08 00:00:00'), 1670.26)]",2019-10-01,1333.0,185.9939393939394,23.022505626406602,1.9669917479369843
Intel Xeon Gold 5320 @ 2.20GHz,1,26,37558.0,1826.0,185.0,Server,"[(Timestamp('2021-04-01 00:00:00'), 1555.0), (Timestamp('2021-11-03 00:00:00'), 1725.99), (Timestamp('2021-11-08 00:00:00'), 1733.03), (Timestamp('2021-11-09 00:00:00'), 1734.99), (Timestamp('2021-11-11 00:00:00'), 1733.03), (Timestamp('2021-11-12 00:00:00'), 1733.04), (Timestamp('2021-11-13 00:00:00'), 1734.99), (Timestamp('2021-11-15 00:00:00'), 1735.02), (Timestamp('2021-11-18 00:00:00'), 1743.99), (Timestamp('2021-11-23 00:00:00'), 1752.99), (Timestamp('2021-12-02 00:00:00'), 1761.99), (Timestamp('2021-12-22 00:00:00'), 1735.02), (Timestamp('2021-12-27 00:00:00'), 1761.99), (Timestamp('2021-12-28 00:00:00'), 1789.99), (Timestamp('2022-01-21 00:00:00'), 1856.65), (Timestamp('2022-01-22 00:00:00'), 1789.99), (Timestamp('2022-02-11 00:00:00'), 1858.8), (Timestamp('2022-02-12 00:00:00'), 1789.99), (Timestamp('2022-02-16 00:00:00'), 1798.99), (Timestamp('2022-02-23 00:00:00'), 1808.99), (Timestamp('2022-03-04 00:00:00'), 1789.99), (Timestamp('2022-03-09 00:00:00'), 1858.8), (Timestamp('2022-03-10 00:00:00'), 1789.99), (Timestamp('2022-04-14 00:00:00'), 1791.99), (Timestamp('2022-05-01 00:00:00'), 1793.99), (Timestamp('2022-08-04 00:00:00'), 1831.99), (Timestamp('2022-08-23 00:00:00'), 1795.99), (Timestamp('2022-08-26 00:00:00'), 1922.6), (Timestamp('2022-08-28 00:00:00'), 1795.99), (Timestamp('2022-09-27 00:00:00'), 1805.99), (Timestamp('2022-10-03 00:00:00'), 1780.49), (Timestamp('2022-10-04 00:00:00'), 1902.99), (Timestamp('2022-10-07 00:00:00'), 1795.89), (Timestamp('2022-10-08 00:00:00'), 1902.99), (Timestamp('2022-11-16 00:00:00'), 1891.45), (Timestamp('2022-11-17 00:00:00'), 1902.99), (Timestamp('2022-11-18 00:00:00'), 1891.45), (Timestamp('2022-12-14 00:00:00'), 2012.65), (Timestamp('2022-12-16 00:00:00'), 1891.45), (Timestamp('2022-12-22 00:00:00'), 1902.99), (Timestamp('2022-12-26 00:00:00'), 1891.45), (Timestamp('2022-12-27 00:00:00'), 1902.99), (Timestamp('2022-12-29 00:00:00'), 1891.45), (Timestamp('2023-01-01 00:00:00'), 1902.99), (Timestamp('2023-01-15 00:00:00'), 1891.45), (Timestamp('2023-01-16 00:00:00'), 1902.99), (Timestamp('2023-01-27 00:00:00'), 1891.55), (Timestamp('2023-01-28 00:00:00'), 1902.99), (Timestamp('2023-01-29 00:00:00'), 1891.55), (Timestamp('2023-02-07 00:00:00'), 1902.99), (Timestamp('2023-02-09 00:00:00'), 1891.55), (Timestamp('2023-02-10 00:00:00'), 1902.99), (Timestamp('2023-03-02 00:00:00'), 1891.45), (Timestamp('2023-03-03 00:00:00'), 1902.99), (Timestamp('2023-03-06 00:00:00'), 1891.55), (Timestamp('2023-03-08 00:00:00'), 1902.99), (Timestamp('2023-03-13 00:00:00'), 1891.55), (Timestamp('2023-03-14 00:00:00'), 1971.19), (Timestamp('2023-03-15 00:00:00'), 1902.99), (Timestamp('2023-03-23 00:00:00'), 1971.19), (Timestamp('2023-03-25 00:00:00'), 1902.99), (Timestamp('2023-04-01 00:00:00'), 1854.45), (Timestamp('2023-04-07 00:00:00'), 1891.55), (Timestamp('2023-04-08 00:00:00'), 1854.45), (Timestamp('2023-04-09 00:00:00'), 1891.55), (Timestamp('2023-04-11 00:00:00'), 1902.99), (Timestamp('2023-04-12 00:00:00'), 1854.45), (Timestamp('2023-04-13 00:00:00'), 1891.55), (Timestamp('2023-04-14 00:00:00'), 1851.45), (Timestamp('2023-04-15 00:00:00'), 1891.55), (Timestamp('2023-04-16 00:00:00'), 1902.99), (Timestamp('2023-04-19 00:00:00'), 1851.45), (Timestamp('2023-04-20 00:00:00'), 1891.55), (Timestamp('2023-04-21 00:00:00'), 1902.99), (Timestamp('2023-04-22 00:00:00'), 1847.45), (Timestamp('2023-04-23 00:00:00'), 1902.99), (Timestamp('2023-04-24 00:00:00'), 1668.95)]",2021-04-01,1555.0,203.0162162162162,24.15305466237942,1.1742765273311897
Intel Xeon Gold 6346 @ 3.10GHz,1,16,37722.0,2479.0,205.0,Server,"[(Timestamp('2021-04-01 00:00:00'), 2462.0), (Timestamp('2021-12-23 00:00:00'), 2851.09), (Timestamp('2022-01-10 00:00:00'), 2726.0), (Timestamp('2022-01-12 00:00:00'), 2851.09), (Timestamp('2022-02-02 00:00:00'), 2785.0), (Timestamp('2022-02-03 00:00:00'), 2851.09), (Timestamp('2022-03-19 00:00:00'), 2785.0), (Timestamp('2022-04-03 00:00:00'), 2851.09), (Timestamp('2022-04-21 00:00:00'), 2767.0), (Timestamp('2022-05-01 00:00:00'), 2851.09), (Timestamp('2022-05-02 00:00:00'), 2767.0), (Timestamp('2022-05-10 00:00:00'), 2851.09), (Timestamp('2022-05-11 00:00:00'), 2767.0), (Timestamp('2022-05-13 00:00:00'), 2767.0), (Timestamp('2022-05-19 00:00:00'), 2851.09), (Timestamp('2022-05-20 00:00:00'), 2767.0), (Timestamp('2022-06-25 00:00:00'), 2539.99), (Timestamp('2022-07-19 00:00:00'), 2805.81), (Timestamp('2022-08-06 00:00:00'), 2258.99), (Timestamp('2022-08-08 00:00:00'), 2272.99), (Timestamp('2023-04-24 00:00:00'), 1611.0)]",2021-04-01,2462.0,184.00975609756097,15.321689683184402,1.0069049553208773
